No,Teks,Sentimen,Confidence
4114,"Masjid yang indah dan saya bersyukur tahu masjid ini. Saat saya mengunjungi masjid tersebut perasaan senang menghampiri, dikarenakan saya takjub akan masjid tersebut indah, megah, penuh daya religius nan menawan. Masjid tersebut bernama Masjid Baiturrahman",Positif,99.98%
4115,"Masjid yg tdk terkena badai tsunami, parkir luas, nikmat sholat didalamnya",Positif,99.97%
4116,"Bersih dan nyaman, parkit basement nya juga luas",Positif,98.79%
4117,"Ikon kota Banda Aceh yang banyak di kunjungi wisatawan, belum lengkap berkunjung ke banda aceh kalau tidak berkunjung ke masjid yang sangat bersejarah di aceh dan salah satu masjid termegah di kota Banda Aceh",Netral,61.23%
4118,"Masya Allah tabarakallah",Negatif,99.97%
4119,"Tempat Ibadah yg Membahagiakan,Sejuk,Luas, Melegakan Hati dan Fikiran,Lsg Terasa Efek Rumah ALLAH",Positif,99.97%
4120,"Mari sama-sama jaga kebersihan",Positif,99.95%
4121,"Memang kalau belum sampai ke mesjid Raya Baiturrahman kayaknya masih kurang bila ke Banda Aceh",Netral,70.60%
4122,"Tempat ibadah bersejarah di bumi serambi mekah. Biasa menjadi objek pariwisata bagi orang yg datang ke aceh serta ikon nya kota aceh",Positif,76.50%
4123,"Khusus pengunjung wanita, wajib menggunakan baju terusan gamis muslim saat masuk area halaman masjid",Netral,99.96%
4124,"Arsitektur luar biasa bagus sekali.",Positif,99.99%
4125,"Bagi yg mau solat disini harap bersiap-siap paling telat saat adzan berkumandang karena jarak tempat wudhu dan tempat solat agak jauh jika dibandingkan sebelumnya.",Netral,99.89%
4126,"Luas, bersih, cantik, keren",Positif,99.61%
4127,"🤩❤️😍",Netral,74.44%
4128,"Subhanallah, mesjid yang sangat indah, nyaman, bersih , sangat enak untuk beribadah disini rasanya seperti di nabawi, udaranya sejuk. Mesjid ini adalah salah satu tmpt yang sangat bersejarah di Aceh.",Positif,99.83%
4129,"Salah satu masjid yang menjadi sejarah di provinsi Aceh dan bagian dari objek wisata baik dari kancah nasional maupun internasional 👍👍💯💯",Positif,64.50%
4130,"Sangat2 indah bagiannya Sangat2 nyaman untuk shalat Dengan pelataran super luas..nyaman tuk anak2 ber istirahat dan brmain",Positif,99.94%
4131,"Susananya nyaman, indaah,, mesjid yang paling diminati wisata",Positif,98.47%
4132,"Megah banget",Positif,98.80%
4133,"Mesjid ekon provisi aceh ini sagat indah astitektur bagunan nya mirip dgan madinah.klou k banda aceh klou blum berkunjung k mesjid baturrahman rasa nya blum sampai k banda aceh",Netral,99.76%
4134,"Saya selaku orang b,aceh sangat senang berdirinya mesjid raya baitul rahman . Yg saat ini sedang di renovasi kembali . insya allah dalam waktu dekat ini akan selesai penbangunan masjid raya baitul rahman ...kebanggaan orang aceh....",Positif,99.99%
4135,"Tempat yang wajib anda kunjungi jika anda berwisata ke banda aceh..",Netral,99.97%
4136,"Ane rasa kalau ke aceh harus mampir ke masjid ini. Salah satu bangunan bersejarah yg menjadi saksi dahsyatnya tsunami yang menghantam aceh.",Netral,99.71%
4137,"Rasanya dingin masuk Masjid Raya Baiturrahman. Lantai halaman jg dari marmer, shg seterik apapun matahari, bila kita injak tdk panas di kaki",Netral,97.08%
4138,"Bawa tamu",Netral,99.30%
4139,"masjid dengan arsitektur megah..",Positif,77.86%
4140,"Sejuk dan nyaman",Positif,69.11%
4141,"Tempat wisata religi terbaik",Positif,99.86%
4142,"Masya Allah sungguh luar biasa keagungan Allah. Masjid raya Baiturrahman tempat beribadah umat Islam di Aceh dan menjadi salah satu destinasi wisata islami yang ada di aceh",Positif,99.99%
4143,"Masjid nya indah banget srius betah lama"" di sini",Positif,99.98%
4144,"Sangat menarik, sungguh menakjubkan, kebanggaan rakyat aceh, datang dan lihat dengan mata sendiri. Ayuk berwisata riligy di Banda Aceh, best",Positif,99.97%
4145,"Alhamdulillah sudah sampai aceh 🤲",Positif,97.20%
4146,"Mesjid yang menjadi icon kota banda aceh menjadi mesjid kebanggan orang Aceh.. para wisatawan muslim pasti akan singgah dan melaksanakan shalat di mesjid ini.",Positif,99.91%
4147,"sudah pernah sampai Alhamdulillah",Positif,99.28%
4148,"Slah satu masjid terbesar di Aceh dan memiliki fasilitas lengkap, parkir dan tempat wudhu dibawah",Positif,99.50%
4149,"Alhamdulillah bisa iktikaf bersama sdh muslim di Aceh di masjid Raya Baiturrahman. Suasana yg tenang...khusuk dan berkesan. Smg suasana damai terus terpelihara dengan baik....",Positif,99.93%
4150,"Masjid idaman orang Aceh.",Positif,98.07%
4151,"Kalau mau liat payungnya terbuka, datang di siang hari. Sedangkan malam, akan lebih cantik karena lampu2 yang ada",Positif,97.09%
4152,"Mesjid raya Baiturrahman merupakan salah satu mesjid terindah di Asia Tenggara. Selalu penuh untuk aktifitas agama baik zikir. Tabligh akbar yang selalu di hadirkan untuk memanggil umat beribadah..",Positif,99.89%
4153,"Mesjid ini merupakan salah satu yang bersejarah di Aceh. Selain tempat beribadah bagi ummat islam sekarang juga sudah menjadi tempat wisata islami",Positif,98.58%
4154,"Cari pelalaman",Netral,97.88%
4155,"Mesjid kebanggaan warga aceh, pokoknya siapapun yang berkunjung ke Aceh cobadeh singgah dimesjid ini minimal salat sunnah 2 rakaat dan nikmatin keindahan dan suaasana mesjid ini.",Positif,99.83%
4156,"Masjid raya yang ada di Banda Aceh merupakan masjid yang menjadi saksi sejarah tsunami ditahun 2004 yang tetap kokoh berdiri",Positif,99.91%
4157,"Masjid yg paling luxury..",Netral,88.90%
4158,"Nov2023 Keren, ramai, bisa mandi, bisa makan di halaman masjid, hati2 barang ketinggalan",Netral,99.76%
4159,"Destinasi wisata Aceh,selain menjadi tempat ibadah mesjid raya Baiturrahman juga merupakan Icon kota,tidak cukup waktu satu dua jam untuk saya berada disini.",Netral,99.75%
4160,"Masjid yg sangat indah",Positif,99.98%
4161,"Mesjid Baiturrahman di kota Banda Aceh merupakan mesjid tertua yang memiliki nilai sejarah,yang sering disebut sebagai serambi Mekkah",Netral,99.33%
4162,"Alhamdunillah tempat mesjid raya baiturahman mesjid kebanggan masyarakat aceh cukup indah dan nyaman untuk beribadah untuk dapat di jaga bersama baik itu kebersihan dan lainnya",Positif,99.95%
4163,"Sholat jum'at",Netral,99.95%
4164,"Masjid terbaik dengan arsitektur n sejarah yang luar biasa .. Insyaallah selalu berkah ...",Positif,99.99%
4165,"Masjidnya yang megah dan kita seperti sedang Berada di Makkah .. semoga kita semua dapat berkunjung ke sana.. 😍🤗♥️💚💙",Positif,99.99%
4166,"Peraturan n pengamanannya kurang teratur, orang shalat Jum'at,kok banyak ddlm a perempuan tiduran d sebelahnya kami shalat.. satpam a GK tegas..",Negatif,99.99%
4167,"Landmark nya kota Banda Aceh",Positif,60.85%
4168,"Tempat strategis di tengah kota, tempat parkir lantai bawah tanah, struktur masjid masjid Nabawi, mempunyai nilai sejarah perang melawan Belanda, jendral khoh Lher",Netral,99.93%
4169,"Tempat ini tu sangat meneduhkan,selesai shalat bs dduk santai d bawah payung sambil menikmati angin sepoi-sepoi,anak2 jg enak dibawa ksini krna bs main lari-larian,,pkok nya mantap 👍👍👍👍",Positif,99.94%
4170,"Pelaksanaan sholat di tengah pandemi covid-19 tetap berjalan dengan mematuhi protokoler kesehatan. Alhamdulillah, jama'ah tetap ramai......",Positif,99.96%
4171,"Mesjid raya merupakan mesjid yang paling indah di kota Banda Aceh , hampir sama dengan mesjid Nabawi . Disini lah kami selalu beribadah dan juga sering berfoto karena keindahan nya",Positif,94.94%
4172,"Wajib kesini kalau ke aceh",Positif,97.30%
4173,"Masjid penuh dengan sejarah dan peradaban islam",Netral,84.95%
4174,"Sangat indah masjid Baiturrahman",Positif,99.99%
4175,"Tempat yang sangat religius dan nyaman untuk di kunjungi",Positif,99.97%
4176,"Masya Allah. Mesjid kebanggaan, icon kita identitas kita. Saya merasa senang, nyaman dan aman ketika berada di mesjid ini",Positif,99.98%
4177,"MasyaAllah tempat beribadah termegah di banda aceh.. Ayuk datang dan sempatkanlah menunaikan sholat di sini. Jangan cuma lewat yaa akhi ukhti🤗",Positif,99.85%
4178,"Saya sangat senang beribadah di masjid baiturrahman",Positif,99.99%
4179,"saat sholat di mesjid raya baiturrahman terasa sangat menentramkan hati, pekarangannya sangat bersih dan fasilitasnya jg sangat memuaskan. Ayo segera berwisata ke Banda Aceh.😍😍😍",Positif,99.98%
4180,"Indah nya serambi mekkah Indonesia",Positif,99.49%
4181,"Mesjidnya bagus, kubah biasanya terbuka sewaktu hari jum'at tuk makmum yang sampai keluar saf nya",Positif,51.33%
4182,"tempat yang Indah, bersih dan nyaman untuk beribadah... Memiliki sejarah perjuangan bangsa Indonesia khusus nya aceh di tempo dulu juga...",Netral,99.83%
4183,"masjid yg penuh dengan sejarah tsunami,,apalagi sekarang habis di rehab tmbh cntik dan megah, membuat ibadah terasa nyaman.",Positif,99.97%
4184,"Andai yang berpakaian tidak sesuai dengan syari'at Islam tidak diperbolehkan masuk ke pekarangan/halaman mesjid sungguh sangat baik",Positif,99.70%
4185,"Mesjid yang mengingatkan kita bagaikan di masjid madinah",Netral,96.77%
4186,"Sejarah: Masjid Raya Baiturrahman punya sejarah panjang. Masjid ini dibangun oleh Sultan Iskandar Muda di abad ke-16 tepatnya tahun 1612.",Netral,99.97%
4187,"Kearipan lokal, warisan dunia Patut kita jaga,dan listarikan",Positif,99.99%
4188,"Icon Banda Aceh yang buat kepingin datang kesini. Hanya karena berkunjung bertepatan dengan libur nasional maka pengunjung sangat ramai.",Netral,99.94%
4189,"Sangat nyaman untuk beribadah dan sangat cocok bagi orang yang menjadikan masjid raya Baiturrahman sebagai destinasi wisata islamiah..",Positif,99.99%
4190,"Masyaa Allah.. Masjid yang tetep berdiri kokoh meski di terjang Tsunami.",Positif,99.94%
4191,"Banyak krj yg tlh sy lkukan dri smnjak kcil dr msa llu klas 2 SD bahkan dah trllu byk plgman nya tpi smpai saat ini blom jga hdup brbah nsib",Negatif,99.98%
4192,"Mesjidnya luas tempat wuduknya dan mcknya juga luas tapi sayang banyak orang lalu lalang saja tapi tidak shalat meskipun adzan sudah berkumandang",Negatif,99.96%
4193,"Salah satu masjid kebanggaan rakyat aceh,dan merupakan salah satu ikon dari kota banda aceh yang ramai di kunjungi oleh banyak orang untuk beribadah sekaligus berwisata di masjid ini",Positif,99.33%
4194,"suasana sejuk terutama tempat beribadah nyaman tenang, perkalangan meajidnya bersih",Positif,99.68%
4195,"Mesjidnya ok, sayang toiletnya kurang bersih dan berbau tidak sedap 🙏, ketika saya mau ambil wudhu, begitu juga toilet wanita nya",Negatif,99.97%
4196,"Nyaman aman tenang dan damai...",Positif,99.96%
4197,"Selain merupakan masjid kebanggaan masyarakat Aceh, masjid Baiturrahman mempunyai sejarah yg luar bisa sehingga bisa berdiri kokoh seperti sekarang ini...",Positif,99.98%
4198,"Masjid kebanggaan rakyat Aceh",Positif,99.97%
4199,"Masjid Agung Baiturrahman. Berada di tengah kota Banda Aceh. Dekan dengan hotel Kyriad tempat sy menginap. Hanya berjarak 600 m di tempuh hanya 10 menit dg jalan kaki.",Netral,99.42%
4200,"Rumah Allah. Subhanallah walhamdulillah walailahaillaha ilallah Allahuakbar",Positif,99.97%
4201,"Bagus sekali mirip madinah",Positif,99.89%
4202,"Kebanggaan masyarakat Nangroe Aceh Darussalam dan Indonesia... mesjid tua yg bersejarah.. setiap harinya ramai dikunjungi wisatawan mancanegara.",Positif,99.17%
4203,"tempatnya indah dan adem karena ada payung dan kipas diluar mesjid. di dalam ada ac. luas dan megah. apalagi lantai bawahnya/basement luas dan tempat wudu juga",Positif,99.89%
4204,"Mesjid raya Baiturrahman ini sangat indah",Positif,99.98%
4205,"Hari kerja lebih sepi, wajib menggunakan busana Muslim",Netral,62.63%
4206,"Luar biasa indahnya",Positif,99.94%
4207,"👍",Netral,74.44%
4208,"bagus, bersih dan nyaman",Positif,99.66%
4209,"Mesjid yang sangat indah dan menjadi saksi sejarah perjuangan para ulama dan pahlawan terhadap penjajah, mesjid yang menjadi kebanggaan bagi masyarakat Aceh.",Positif,99.96%
4210,"Serambinya Mekah dulu... Mungkin dilain waktu Allah akan memberikan kesempatan pada kita untuk haji ke Mekah... Aamiin...",Positif,99.94%
4211,"Salah satu masjid bersejarah di kota banda aceh, tempat yang sangat bagus dan jangan dilewatkan untuk sholat di masjid ini",Positif,69.02%
4212,"Satu kata untuk tempat ini ,, sekali sholat di sini , akan ingin kembali lagi sholat disini . Mesjid penuh sejarah di Jantung kota banda Aceh",Positif,99.56%
4213,"Mesjid yg sgt saya kagumi sedari kecil dan alhamdulillah di tgl 7 bln 8 thn 2017 mesjid ini menjadi saksi dari momen yg bersejarah dlm hidup kami..",Positif,98.12%
4214,"Ini alamat resmi al-Rabbani Islamic College",Netral,99.98%
4215,"Bagus.",Positif,99.95%
4216,"Luas dan megah",Netral,57.05%
4217,"Sangat Indah, Selain Menjadi tempat ibadah, dan merupakan ikon Kota Banda Aceh, bisa juga menjadi destinasi wisata syariah...",Positif,99.99%
4218,"Masjid yg bagus dan bersih..serta di dalam masjid ac ny dingin",Positif,99.96%
4219,"Bersih, nyaman utk beribadah",Positif,99.82%
4220,"Sholat subuh dg imam yg bagus banget bacaannya..khusyu suasananya..mesjidnya luas dan bersih",Positif,99.91%
4221,"Masjid yang cantik. Ada payung macam masjid nabi di madinah. Sempat solat jumaat dan ramai jemaah. Lepas solat subuh ada tazkirah atau ceramah...",Positif,99.09%
4222,"Tempat bertaubat dimuka bumi",Positif,94.09%
4223,"Bangunan masjid yg indah nan penuh sejarah,yg pasti sangat nyaman tuk ber ibadah, no comment more,this is perfect",Positif,99.98%
4224,"Masjid yang sejuk lagi damai 🥰🤲🏻🤲🏻",Positif,99.38%
4225,"kalo ke BNA belum lengkap rasanya kalo belum berkunjung ke rumah ALLAH yg megah dan bersejarah ini, smga slalu terjaga keterawatanya dan terpelihara beserta tertip sampah amin",Positif,99.95%
4226,"Sangat megah dan luas serasa di mekah",Positif,98.76%
4227,"Besar, bersih, adem, alhamdulillah mendapat kesempatan sholat maghrib di Masjid Raya Banda Aceh",Positif,51.14%
4228,"Wisata religi yg hidmad",Positif,69.08%
4229,"Jarak tempat wudhu dan masjidnya sedikit jauh, jadi kalau tidak ingin mashbuk lebih baik datang sedikit lebih awal.",Netral,99.92%
4230,"Keindahan dan kekuatan islam serta sejarahnya yg luar biasa bagi orng Aceh, kunjungi jika anda ingin merasakan kedasyatan serambi mekkah",Positif,99.94%
4231,"Masjid yang megah terletak di dekat setasiun kota Medan Ramah pedagangnya tempat parkir luas. Dekat ke pusat perbelanjaan",Positif,99.98%
4232,"Masjid raya yg megah dan kokoh, di dalam ruangan nyaman sekali buat sholat karena sejuk.",Positif,99.97%
4233,"Nyaman dan indah",Positif,99.78%
4234,"Suka sekali dengan mesjid raya ini. Tapi sangat disayangkan ketika saya kesana tidak dibuka payung yg ada di mesjid tersebut Padahal saya berharap untuk dapat melihat payung tersebut",Negatif,97.20%
4235,"Masjid nya nyaman indah bersih, fasilitas lengkap, cocok buat yg prewed cocok untuk orang2 yg melepaskan penat",Positif,99.96%
4236,"Mesjid bersejarah di Aceh.",Netral,99.97%
4237,"Musim hujan jadi lebih mewah 😍",Positif,97.56%
4238,"disini pernah sholat sambil menangis...mengagungkan ALLAH dan berusaha menikmati rasa ikhlas saat kehilangan seorang wanita belahan jiwa....",Netral,87.45%
4239,"Sangat bahagia berada didalam mesjid yg meigah ini.. Kebanggaan orang muslim, terutama masyarakat Aceh.. 🙏🙏",Positif,99.99%
4240,"Mesjid terbaik dn ternyaman bukan cuma utk ibadah tapi utk berkumpul dg keluarga,,",Positif,99.91%
4241,"Subhanallah.... Sungguh indah, nyaman dan tentram",Positif,99.98%
4242,"Mesjid Baiturrahman Banda Aceh simbol kejayaan Islam, indahnya luar biasa siapa saja yg masuk ke Mesjid janganlah lupa niat sunan iqtiqaf",Positif,99.95%
4243,"Tempat yang sangat Indah luar biasa. Sangat nyaman beribadah di sini. Untuk bisa mengenang tempat ini, kita juga dapat berfoto di depan masjid bersama keluarga.",Positif,99.97%
4244,"Foto thn 2017 saat kerja di Banda Aceh",Netral,99.98%
4245,"Luar biasa nyaman beribadah dan sejuk di hati, bagi y non muslim jg boleh masuk asal pakain di sesuaikan",Positif,99.87%
4246,"Tempat ibadah yg indah bersih nyaman menambah kekhusyukan beribadah. Lambang provinsi Nangroe Aceh Darussalam. Tempat wisata religius yg indah nyaman bersih.",Positif,99.94%
4247,"Tempatnya nyaman Sebelum masuk harus lepas sendal dan bayar seiklasnya dengan ibu2 penjaga depan tower mesjid dan depan pintu masuk",Netral,94.50%
4248,"Salah satu masjid bersejarah dan terindah di Indonesia. Masjid ini merupakan salah satu masjid dari masjid-masjid lainnya di Banda Aceh yg tetap berdiri kokoh ketika dihantam gelombang tsunami, 2004 silam.",Netral,99.72%
4249,"Sip mantap Indah Serasa di mesjid nabawi",Positif,99.98%
4250,"Sangat menarik sekali",Positif,99.98%
4251,"Masjid Raya Baiturrahman Banda Aceh adalah masjid kebanggaan rakyat Aceh. Masjid yang memiliki banyak sejarah orang yang mencatat dan mengingat.",Netral,88.54%
4252,"Mesjid terindah sjuk nyaman dan penuh history salah satunya pernah diterjang dasyatnya tyunami yg melanda kota Banda Aceh",Netral,77.80%
4253,"Maunya orang yg tdk solat a anak 2 tak usah masuk dlm masjid krn mengganggu orang yg lg solat . Halaman luas utk orang n anak2 yg tdk solat",Negatif,99.96%
4254,"Tak lengkap jika berada di aceh tidak menginjak kan kaki di Masjid Raya Baiturrahman. Maha besar ALLAH segala nikmat nya, tiada tuhan selain ALLAH.",Positif,99.78%
4255,"Masjid kebanggaan rakyat Aceh yang penuh dgn histori",Netral,94.96%
4256,"Luas bersih nyaman dan bersejarah",Positif,98.93%
4257,"Saweuk, Geusyik, dan Tuhaa Peut",Negatif,81.32%
4258,"Karana indah, cantik, suasanya tenang dan damai, mesjidnya juga seperti masjid nabawi yang ada di arab saudi, mesjinya memiliki 10 payung raksasa",Positif,97.77%
4259,"Sekarang sdh jadi tempat wisata ummat muslim duduk2 dihalaman mesjid yg bersih sangat menyenangkan.. Sambil menunggu wkt shalat..",Positif,99.97%
4260,"Masjid yg indah,bersih,tenang ..",Positif,99.98%
4261,"Masjid kebanggaan ACEH,yang sangat bersejarah,disini juga diadakan pengajian,dan ZIKIR RATEB SIRIBEE (MPTT-I) sangat senang,nyaman saat berada disini.",Positif,99.98%
4262,"Tempatnya begitu indah dan sejuk",Positif,99.91%
4263,"Mesjid paling indah di sumatera",Netral,89.46%
4264,"Cocok wisata religi",Positif,99.73%
4265,"Masjid bersejarah, nyaman tuk beribadah ataupun yg mau wisata karena dekat pasar, hotel, dan di tengah kota",Positif,97.24%
4266,"Alhamdulillah always nyaman mesjid RBR",Positif,99.94%
4267,"Alhamdulillah akhirnya Allah sampaikan saya ke sini untuk sholat di dalam.. Semoga Allah sampaikan saya ke mesjid Nabawi Madinah untuk bisa sholat di sana sebagian Allah telah sampai kan saya ke mesjid Baiturrahman ini.. Aamiin 🤲",Positif,99.97%
