No,Teks,Sentimen,Confidence
3576,"Masjid ini mulai dibangun sejak tahun 2001 hingga selesai secara keseluruhan pada tahun 2006. Masjid ini berdiri di atas lahan 10 hektare. Masjid Agung diresmikan oleh Presiden Indonesia Susilo Bambang Yudhoyono pada tanggal 14 November 2006. Masjid Agung Jawa Tengah (MAJT) merupakan masjid provinsi bagi provinsi Jawa Tengah. Masjid ini mampu menampung sekitar 15.000 jemaah, belum termasuk halaman utama masjid yang mampu menampung sekitar 10.000 jemaah. Masjid yang terletak di Jalan Gajah Raya, Kelurahan Sambirejo, Kecamatan Gayamsari, Kota Semarang, ini tidak hanya berfungsi sebagai tempat beribadah umat Islam. Selain itu juga sebagai daya tarik wisata Religi.!😊",Netral,99.79%
3577,"Selain tempat ibadah, kita bisa belajar sejarah, dan menikmati pemandangan. Di menara asmaul husna, dengan Rp 7.500/tiket, bisa menikmati pemandangan di lantai 19, yang dilengkapi dengan teropong (untuk menggunakannya, siapkan uang koin Rp 1000 / 1,5 menit). Kemudian di lantai 3 dan 2,terdapat museum yang bertemakan perkembangan sejarah Islam, khususnya di Indonesia. Kekurangannya adalah jika kita memasuki masjid dari selasar utama, tidak ada penitipan sepatu di sana, sehingga sepatu harus dibawa ke penitipan sepatu di lantai bawah (dekat tempat wudhu). Secara keseluruhan,masjid ini sangat nyaman untuk ibadah, beristirahat sejenak, berwisata, dan hunting foto. Tersedia pula souvenir shop dan kantin.",Netral,98.28%
3578,"Alhamdulillah... Masjid Agung Jawa Tengah, kebanggan orang Semarang... Masjid nya luas, lahannya juga sangat luas... lebih dari sekedar masjid, lebih tepatnya sebagai islamic center nya jawa tengah. Dilengkapi dengan ruang pertemuan serta toko-toko yang menjual beraneka macam barang.. Mulai dari makanan, busana muslim dan berbagai jenis barang yang lain. Masjid nya sendiri dibangun dengan arsitek yang hampir mirip dengan Masjid Agung Demak... terdapat beduk raksasa dan Al Qur'an besar... Masjid nya adem... bikin nyaman beribadah..",Positif,99.97%
3579,"MAJT – Pilar 25 Nabi ala Kolosuem di Semarang Jawa Tengah. Masjid Agung Jawa Tengah adalah Masjid yang terletak di jalan Gajah Raya, Kelurahan Sambirejo, Kecamatan Gayamsari, Kota Semarang Jawa Tengah. Masjid ini sangat megah dengan luas lahan mencapai 10 Hektar dan luas bangunan induk untuk shalat 7.669 meter persegi tersebut bargaya arsitektur perpaduan antara Jawa, Jawa Tengah dan Yunani. Dilengkapi dengan 6 buah payung elektrik ukuran besar yang dibuka jika jemaah sholat cukup banyak. ￼ ￼ ￼ ￼ ￼ ￼ ￼ ￼ ￼ ￼ ￼ ￼ ￼ ￼ ￼ ￼ ￼ ￼ ￼ ￼ ￼ Masjid Agung Jawa Tengah Semarang ini dibangun pada hari Jumat, 6 September 2002 yang ditandai dengan pemasangan tiang pancang perdana yang dilakukan Menteri Agama Ri, Prof. Dr. H. Said Agil Husen al-Munawar, KH. MA Sahal Mahfudz dan Gubernur Jawa Tengah, H. Mardiyanto, akhirnya Masjid Agung Jawa Tengah Ini diresmikan oleh Presiden Indonesia Susilo Bambang Yudhoyono pada tanggal 14 November 2006. Meskipun baru diresmikan pada tanggal 14 Nopember 2006, namun masjid ini telah difungsikan untuk ibadah jauh sebelum tanggal tersebut. Masjid megah ini telah digunakan ibadah shalat jum’at untuk pertama kalinya pada tanggal 19 Maret 2004 dengan Khatib Drs. H. M. Chabib Thoha, MA, Kakanwil Depag Jawa Tengah. Di kompleks Masjid Agung Jawa Tengah Semarang ini terdapat Museum Perkembangan Islam Jawa Tengah di Tower Asmaul Husna Lantai 2 dan 3, Hotel Graha Agung di sisi Utara dan resto yang memiliki view terbaik di Kota Semarang ini di Tower Asmaul Husna Lantai 18. Masjidnya indah banget",Netral,99.96%
3580,"Belajar rebana, bergaul bersama teman2 baru seiman, memperkuat iman & seni islami...",Positif,64.39%
3581,"Kesini lagi. Kayaknya terakhir 10 th yg lalu",Netral,99.78%
3582,"T4 menikmat nasi soto yg bersih ready to eat dng rasa yg mantap d harga yg murah",Positif,69.90%
3583,"Masjidnya bagus & luas, akses ke sana jg mudah. Halamannya jg luas banget, kalo pagi bisa dipakai buat jalan sehat di sekitar masjid. Untuk toiletnya luas cuma kemarin pas ke sana air di wastafel mati semoga sekarang sudah diperbaiki ya.",Netral,51.98%
3584,"tempat ibadah yang sangat indah..saya ikut bangga menjadi seorang muslim",Positif,99.99%
3585,"Toilet masjidnya butuh perawatan...banyak pengunjung dan jama'ah datang untuk beribadah, tp pengelolaannya krg bagus serta pengunjung jg kurang ada awareness ttg kebersihan..toiletnya kotor bgt jg pengab..Pdhl tempat ibadah muslim yg mana hrsnya faham bahwa kebersihan bagian dr iman..suka gemes kalo liat yg beginian",Negatif,99.99%
3586,"Wajib kesini apabila sedang berlibur ke Semarang. Hanya saja payung besar masjid tersebut hanya akan di buka apabila Jama'ah masjidnya banyak hingga ke luar. Parkirannya sangat luas dan di halaman parkir ada beberapa warung makan dan oleh-oleh.",Netral,99.95%
3587,"Masjid Agung di Jawa Tengah. Parkiran sangat luas, masjidnya bagus arsitekturnya.",Positif,72.40%
3588,"Selai selamat dijadikan masjid untuk ibadah. MAJT juga bisa dijadikan wisata religi loh. Pas banget buat yg mau istrahat, dr perjalanan jauh. Mampir aja. Ada menara 99. Kita bisa liat Semarang dr atas. Dan melihat bangunan masjid MAJT dr atas. Keren. Masyaa Alloh.",Positif,99.98%
3589,"Masjid raya yg terdapat payung seperti di madinah terbuka apabila waktu sholat jum'at, jika sore pemandangan luar biasa. Terdapat gardu pandang yang memungkinkan untuk melihat landscape kota semarang. Tarif menggunakan teropong 1k harus menggunakan koin angklung seribuan. Parkir luas, disekitarnya ada yg berjualan oleh oleh dan makanan",Positif,57.33%
3590,"Coba singgah kesini di kala terik matahari tanpa alas kaki. Mantul 😁🙏",Netral,62.93%
3591,"Jangan lupa penuhi hak masjid saudara 😁",Positif,96.73%
3592,"Salah 1 Masjid megah yang ada di Jateng. Subhanallah.. 😇 Apalagi yang bisa mengalahkan kebanggan kami sebagai warga Jateng karena punyai bangunan bernilai spiritual tinggi seperti Masjid Agung Jawa Tengah ini. 😍 Semoga selalu terjaga kebersihan & keamanannya. Agar yang datang ke Masjid ini nyaman untuk beribadah & sangat merasa aman ketika menikmati suasana setelah ibadah.. 😊 Semoga Qt terlahir sebagai Hamba ALLAH yang selalu berjalan dalam ketentuan-NYA.. Aamiin.. 😇🙏",Positif,99.98%
3593,"Mesjid ini adalah salah satu tempat tujuan wisata yang utama di kota Semarang. Ada menara tinggi yang bisa dinaiki dan dari atasnya kita dapat melihat pemandangan kota Semarang. Ada payung raksasa yang dikembangkan pada waktu-waktu tertentu. Lahan parkirnya sangat luas, bnisa menampung banyak bis besar. Sayangnya , Jalan Gajah Raya yang menjadi akses utama ke mesjid ini sempit.",Netral,95.56%
3594,"Alhamdulillah tempat nya adem, sejuk banyak spot foto juga,..",Positif,99.83%
3595,"Masjidnya luaaas, nyaman dan suasana nya sejuk",Positif,99.97%
3596,"Suka, jateng punya masjid besar dan indah.",Positif,99.15%
3597,"Adem tempatnya, masjid agung Semarang",Positif,75.25%
3598,"Naik menara tiket /orang 7500-, . Lt 3 ada museumnya. Lt 19 pol dpt view-nya Semarang 👍👌ada teropong juga, angin kencang, tp seger 🙆. Untuk dalam masjidnya, ada mushaf raksasa, guede sekali masyallah, adem. Di pelataran masjid yg luas, ada payung raksasa ky di Mekkah, kalo pas sholat jumuah dibukanya. Minus di toilet sih, mungkin petugas kebersihan perlu sering-sering bersihin, soalnya banyak pengunjung, jadi tau sendirilah.",Positif,92.79%
3599,"Tempat ibadah yg sejuk. Sekalian bisa berswafoto.",Positif,99.18%
3600,"Salah satu petugas parkir kurang baik saat berkomunikasi dengan pengunjung. Perlu dibina Terimakasih",Negatif,99.61%
3601,"Masjid yang sangat indah dengan perpaduan arsitektur yang menarik. Dilengkapi dengan payung raksasa sebagai peneduh yang dapat di buka dan di tutup secara otomatis. Menara pandang yang tingginya 99 meter untuk melihat pemandangan sekitar juga melengkapi tempat tersebut. Semua itu menjadi magnet bagi wisatawan untuk berkunjung dan melaksanakan ibadah di tempat tsb.",Positif,99.90%
3602,"Luas, kran tempat wudhu banyak, parkir luas, hanya saat mau keluar masjid sempat macet karena antre banyak bus",Netral,98.97%
3603,"Mantaaaaaaaap, luas, megah, sejuk dan bersih selain fungsi utamanya untuk ibadah sholat, majt juga bisa digunakan untuk wisata religi, rest area, pertemuan dan pesta pernikahan atau tasyakurannlainnya. Atap masjid yang bisa buka tutup serta menara yang tinggi menjulang dan bisa dieksplor oleh pengunjung membuat majt semakin bagus. Recomended buat rombongan yg menuju atau lewat semarang untuk mampir.",Positif,99.98%
3604,"Masjid Agung Jawa Tengah merupakan masjid yang sangat indah yang terletak di Kota Semarang. Tempatnya luas baik untuk tempat wudlu, parkir, sampai tempat ibadahnya. Sangat bersih dan bagus sekali. Dibagian luar terdapat payung raksasa seperti di Kota Mekkah. Sebuah wisata religi yang sangat indah dan reccoment banget.",Positif,93.40%
3605,"Masjidnya luas sih.... tapi untuk ruang solatnya ga begitu besar... Besar karena pekarangan dan printilan ruangan lainnya aja. Agak dibikin bingung sih dimana pintu masuk dan tempat solatnya. Karena waktu itu datang buat solat isya, tapi udh telat waktu solat... mau solat disitu, tapi ruang solatnya ditutup. Orang2 yg baru selesai kondangan pada tidur/nginep disitu semua... Alhasil pulang lagi ga jadi solat, karena gada mukena dan ruang solat ditutup.",Netral,99.92%
3606,"Berkeliling Semarang rasanya tak lengkap kalau tidak mengunjungi salah satu bangunan paling ikonik di kota ini. Ya, apa lagi kalau bukan Masjid Agung Jawa Tengah? Masjid yang dibangun sejak tahun 2001 dan selesai pada tahun 2006 ini mengadaptasi arsitektur Islam, Romawi, dan Jawa, lho. Di sini, Anda bisa menaiki tower masjid dan melihat indahnya Kota Semarang dari ketinggian. Harga tiket masuknya pun cukup murah, yakni hanya sekitar Rp7.000. Yang paling menarik di sini adalah payung raksasa berjumlah 6 buah seperti yang terdapat di Masjid Nabawi di Tanah Suci.",Netral,99.74%
3607,"Masjid ini sangat megah, besar, luas, bisa menampung banyak umat. Masjid juga memiliki pelataran yang luas, yang bisa menjadi tempat sholat. Di lingkungan masjid ada gedung pertemuan yang luas. Tempat berwudhu dan toilet masjid, luas dan bersih.",Positif,99.84%
3608,"Bersih..sejuk..luas..nyaman untuk beribadah",Positif,98.39%
3609,"Naik ke menara al husna biaya 10 ribu perorang. Tetap pakai masker kalau masuk ke menara, di plaza masjidnya sudah boleh tidak bermasker. Di menara lantai 19 ada teropong, bisa dipakai untuk melihat kapal di lautan, cukup masukin koin 1000 rupiah. Turun ke lantai 3 dan 2 ada musiumnya. Sayang barang2 di museum banyak yang berdebu, kurang terawat.",Netral,99.93%
3610,"Salah satu yang wajib dikunjungi jika berwisata ke semarang",Positif,64.66%
3611,"masjid terbesar sejawa tengah . dengn lahan parkir yg sangat luas dan ada menara yg bisa kita naik sampai puncak dengn membayar tiket hanya 7 ribuan toilet bersih dan bnyk tempat , terdapat berbagai kios penjual suvenir dan berbagai macam dagangan",Positif,99.59%
3612,"Cukup kecewa dgn pelayanan museum yg ada di dalam komplek masjid ini.. mereka tidak menjelaskan bahwa museum tutup 5mnt setelah kami membeli tiket. Untung masih bisa melihat Semarang dari ketinggian, tapi alhasil kami gagal Museum Tour. Selebihnya Masjid ini sudah baik.",Negatif,99.98%
3613,"Bersih rapi dan luas... Masjid yang nyaman... Jogja kayaknya tipe masjid seperti ini belum ada antara modern dan tradisional. Tempat wudhu bersih dan nyaman halaman juga cocok buat istirahat. Semoga kedepan ada perbaikan perbaikan yang di lakukan.",Positif,74.99%
3614,"Masjid yg bagus dan megah. Sangat nyaman berada di sini. Selepas sholat asar duduk di selasar bersama teman atau keluarga sangatlah asyik. Rindu kesini lagi. Yg belum kesampaian ke madinah, bisalah ke sini dulu. Hari Jumat payungnya dibuka.",Positif,99.89%
3615,"Yukk ramaikan masjid agung jawa tengah . Meramaikan masjid dg sholat berjamaah. Sunah Rosul",Positif,87.98%
3616,"Sayangnya pas kesini pas isya. Tapi masyaallah ternyata bagus",Positif,97.30%
3617,"Menara bisa melihat kota Semarang...dan masjitnya arsitektur Madinah dan mekah...",Netral,99.92%
3618,"Masjid ini tertulis dalam prasastinya mulai dibangun tahun 2002 dan diresmikan tahun 2006. Masjid yang megah dengan tambahan ada payung yang bisa dibuka dan ditutup. Area parkir luas, di luar halaman (halaman terbuka juga luas) di basement juga ada area parkir. Masjid ini berada di pinggir kota semarang letaknya. Ada tersedia pintu masuk selatan dan utara.",Positif,98.59%
3619,"Kereen, super luas. Kirain gak luas-luas amat ternyata luas banget. Pertama kali sholat maghrib di situ cuma penuhin 3 shof kurang, pantes aja soalnya panjang satu shofnya kira² 100 meter ada.",Negatif,99.55%
3620,"Tempatnya sangat apik sekali terutama jelang maghrib. Fasilitas nya cukup baik hanya perlu dirawat lagi karna masjid agung jateng sudah mulai jadi destinasi wisata. Untuk naik ke menara pun perlu ada nya pemberitahuan terutama untuk orang luar semarang. Karna ternyata tak banyak yang tau tentang menara MAJT ini. Untuk teropong di menara sayang kurang berfungsi dengan baik. Perlu perawatan agar bagus seperti kala awal dibangun dulu.",Netral,99.91%
3621,"Masjid agung jawa tengah,.supeer dupeeerr bagus kalo di liat pas sore menjelang magrib",Netral,97.01%
3622,"Tempat luas, bersih Masuk gratis Jika ingin melihat kota semarang dari ketinggian bisa naik ke menara dengan tiket 10.000 per orang selain bisa naik ke menara bisa menikmati museum di lantai 2 dan 3 tanpa pembatasan waktu",Positif,99.94%
3623,"Setelah sekian lama baru sempat singgah&beribadah di masjid kebanggaanJawa Tengah terutama warga Semarang.Kesan pertama mohon di chek secara berkala kran untuk wudlu agar tetap lancar airnya,krn ada yg tdk kluar air(rusak krannya).",Netral,99.95%
3624,"Tempat ibadah dan wisata rohani yang recommended 👍 area parkir yang luas, ada penginapan, dan toko oleh² khas semarang. Masjid yang besar dan nyaman, serta ada menara pandang Al-Husna untuk melihat indahnya kota dari ketinggian. Juga ada museum dan restoran di dalam menaranya.",Positif,99.54%
3625,"Mantap!!!adem!!!sayang pas kesini payungnya gak kebuka...padahal pengen liat payungnya kebuka deh....lokasi parkirnya luas, tempat wudhunya luas, toiletnya bersih, pokoknya sipp....tempat sholat utama sayangnya walaupun sudah ada tulisan dilarang tiduran di sini tapi masih aja banyak pengunjung yang tiduran di sini, apalagi makan dan minum, sangat disayangkan sekali dan sangat tidak pantas. Semoga pengurus bisa lebih menertibkan pengunjung/jama'ah.....",Negatif,87.96%
3626,"Salah satu tujuan wisata religi di jawa tengah.",Netral,99.98%
3627,"Kamar mandi bersih dan nyaman...",Positif,97.35%
3628,"Masjid ini merupakan nasjid yg terbesar di jawa tengah. Masjid ini terletak di jalan gajah semarang. Tempat parkirnya sangat luas, bwik untuk roda 2 dan 4. Tempat wudhu dan toiletnya juga banyak. Terdapat menara yang tinggi untuk melihat kota Semarang.",Positif,96.73%
3629,"Masjid Agung Semarang Jawa Tengah sungguh luar biasa. Bangunannya megah, parkiran sangat luas, perawatannya baik dan digunakan juga untuk tempat Wisata Religi.",Positif,99.99%
3630,"Ini mesjid geeedddhheeeee bgt. G pernah sepi pengunjung. Kalau mau menyeberangi jajaran marmer atau keramik yang didepan mesjid, ada baiknya persiapkan kaus kaki agar g terlalu panas ketika berjalan. Jika payung kebuka sih g akan terasa panas. Tp saya rasa payung2 besar itu hanya dibuka ketika dipergunakan untuk ibadah yg diikuti oleh banyak jamaah, sehingga tidak memungkinkan bisa ditampung didalam mesjid semua. Jd di pelataran mesjid dipakai untuk ibadah dan pada saat itulah payung2 tersebut dibuka.😍 Betapa indahnyaa.... Subhanallah...",Netral,99.93%
3631,"Masjidnya besar, area parkirnya luas, tempat wudhunya juga banyak. Di depan masjid ini terdapat beberapa payung raksasa seperti di Masjid Nabawi. Selain sebagai tempat ibadah, masjid ini bisa dijadikan tempat wisata. Terdapat sebuah menara masjid yang mana Anda dapat masuk ke menara tersebut dan naik ke atas menara menggunakan lift.",Positif,93.56%
3632,"Masjid yg juga mengadopsi bangunan arsitektur masjid di Makkah. Dari tempat ini yang menarik pengunjung adalah payung besar seperti di Makkah yg hanya terbuka setiap Jum'at sewaktu jumatan. Serta menara tinggi yang berada di sisi sebelah selatan masjid. Dari atas menara kita dapat melihat pemandangan kota Semarang.",Netral,99.86%
3633,"Alhamdulillah hadir kembali",Positif,99.95%
3634,"Lahan sangat luas dan pemandangan indah salah satu masjid yang ada di jawa tengah tempat bersih dan nyaman banyak spot untuk foto foto. rumah alloh tempat untuk beribadah umat islam ,dengan halaman yang sangat luas cocok untuk joging,berolah raga,bersepeda dll.banyak toko/ warung di area sekitar",Positif,99.75%
